Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR2000N1100MM	WR2000N300MM	WR4000N2100MM	WR4000N300MM
11	500.0000	550.0000	1.1390	0.0000	0.6770	0.3506	0.0398	0.0715	8.8854	36.1974	13.0956	37.2720	15.8255	3.0917	0.0000	0.0000	0.0000	1.3374	0.0000	2.7010	1.2755	2.1961	35.8523	1.2245	7.5689	6.0227	7.6673	6.1459	0.6362	0.0000	0.0000	0.0000	1.3552	0.0000	2.6548	1.2610	0.2420	6.8236	25.8835	91.4785	19.9475	95.0698	32.6781	6.4781	0.0000	0.0000	0.0000	1.5567	0.0000	3.1759	1.5232	6.6919	90.9216	69.4014	24.5951	22.4383	73.6306	72.9385	22.4704	0.0000	0.0000	0.0000	0.3436	0.0000	1.5919	0.4171	0.2233	12.3336	47.8681	55.1431	49.7355	73.0213	69.0288	4.3630	0.0000	0.0000	0.0000	0.6475	0.0000	1.4277	0.6763	0.0000	55.1162	10.4301	6.6325	2.1377	0.1001
12	550.0000	600.0000	0.9684	0.0000	0.4695	0.3941	0.0166	0.0882	14.9651	8.3447	19.9586	17.1344	24.9459	7.0390	0.0000	0.0000	0.0000	1.0474	0.0000	2.1866	0.9979	0.1770	18.7764	1.3518	6.7411	8.0952	6.8753	8.2073	0.2915	0.0000	0.0000	0.0000	1.4069	0.0000	2.7416	1.3160	0.3652	7.3699	35.0961	16.2176	40.2646	38.6619	53.4132	16.1729	0.0000	0.0000	0.0000	0.2834	0.0000	1.1190	0.3389	0.0000	37.3951	66.7820	25.5288	52.2209	71.4952	84.7753	25.5171	0.0000	0.0000	0.0000	0.2271	0.0000	0.6924	0.2626	0.0000	49.2785	46.8059	110.8267	61.1701	120.3053	77.0232	2.7218	0.0000	0.0000	0.0000	2.7021	0.0000	4.2846	2.3878	0.0000	110.6517	4.8662	4.4976	1.7935	0.0665
13	600.0000	650.0000	0.6162	0.0000	0.3237	0.1335	0.0156	0.1433	18.4319	41.9539	13.6737	45.8243	22.9500	6.9295	0.0000	0.0000	0.0000	1.7104	0.0000	2.8595	1.5393	0.1969	41.3269	1.3492	7.3509	6.5797	7.4737	6.7166	0.5650	0.0000	0.0000	0.0000	1.4275	0.0000	2.7663	1.3277	0.3543	6.5017	60.5694	130.0911	15.2537	143.5003	62.4606	16.3995	0.0000	0.0000	0.0000	2.0854	0.0000	3.1765	1.7857	0.0000	128.9850	97.7597	52.9198	13.2559	111.1641	98.6543	13.2276	0.0000	0.0000	0.0000	0.1029	0.0000	0.8427	0.1701	0.4230	52.0871	54.5182	38.5571	37.3936	66.7749	66.1099	13.4384	0.0000	0.0000	0.0000	2.1751	0.0000	2.9942	1.9369	0.3376	37.1370	2.5218	2.8288	1.3876	0.0410
14	650.0000	700.0000	0.3821	0.0000	0.2328	0.0791	0.0003	0.0698	17.0481	4.3884	11.9936	17.6039	20.8443	5.2093	0.0000	0.0000	0.0000	1.2487	0.0000	2.5325	1.1652	0.2564	10.3680	1.4406	8.5508	7.1764	8.6713	7.3196	0.3833	0.0000	0.0000	0.0000	1.4006	0.0000	2.7201	1.3080	0.3923	7.8735	65.3376	16.1029	36.5730	67.2927	74.8771	19.9441	0.0000	0.0000	0.0000	0.2487	0.0000	0.7400	0.3053	0.0000	30.6450	46.7349	43.6748	31.5163	63.9659	56.3686	18.0007	0.0000	0.0000	0.0000	1.8563	0.0000	3.2495	1.9728	22.2802	39.4769	56.5595	4.6632	32.9015	56.7514	65.4331	4.5705	0.0000	0.0000	0.0000	1.8726	0.0000	3.9348	1.6600	0.6930	32.2460	1.3908	1.8610	1.0348	0.0395
15	700.0000	750.0000	0.3032	0.0000	0.1678	0.1043	0.0056	0.0255	17.2371	6.3845	19.8553	18.3815	26.2935	2.8478	0.0000	0.0000	0.0000	1.5351	0.0000	2.8602	1.3613	0.1573	19.3369	1.2434	6.3726	6.6779	6.4928	6.7927	0.4633	0.0000	0.0000	0.0000	1.3767	0.0000	2.6877	1.2848	0.2844	5.8315	43.4231	5.4670	24.2190	43.7659	49.7205	8.4745	0.0000	0.0000	0.0000	1.4616	0.0000	2.8725	1.2970	0.0000	22.4217	94.5330	22.0790	23.8060	97.0771	97.4844	23.7451	0.0000	0.0000	0.0000	0.4754	0.0000	0.8937	0.7447	0.0000	1.1506	99.7674	85.7885	100.5042	131.5797	141.6144	10.6818	0.0000	0.0000	0.0000	3.1129	0.0000	4.3797	2.2638	0.0000	99.7671	1.0636	1.8107	0.7731	0.0249
16	750.0000	800.0000	0.1845	0.0000	0.1211	0.0631	0.0003	0.0000	19.8855	27.6411	4.4120	34.0509	20.3691	1.1476	0.0000	0.0000	0.0000	1.8553	0.0000	3.4638	1.7587	0.2055	27.3037	1.1502	8.3495	8.8633	8.4284	8.9376	0.2435	0.0000	0.0000	0.0000	1.4313	0.0000	2.7627	1.3336	0.3132	8.1970	58.0665	65.2343	6.8096	87.3340	58.4644	3.2055	0.0000	0.0000	0.0000	2.6740	0.0000	4.8158	2.5791	0.0000	64.9501	61.4207	44.7413	50.6426	75.9887	79.6064	37.4159	0.0000	0.0000	0.0000	0.6023	0.0000	1.7634	0.5852	0.0000	45.3427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6838	1.1805	0.5690	0.0235
17	800.0000	850.0000	0.1956	0.0000	0.0893	0.1062	0.0001	0.0000	36.9487	7.7698	9.6482	37.7568	38.1876	6.7687	0.0000	0.0000	0.0000	1.7901	0.0000	3.0336	1.4622	0.0969	6.4851	1.1013	8.8928	7.6247	8.9607	7.7038	0.1083	0.0000	0.0000	0.0000	1.4086	0.0000	2.7401	1.3122	0.2123	8.2354	68.0710	13.2448	14.6927	69.3476	69.6386	12.5560	0.0000	0.0000	0.0000	2.1129	0.0000	3.2833	1.5898	0.0000	8.6750	81.0346	80.6392	79.3756	114.3210	113.4332	5.0254	0.0000	0.0000	0.0000	0.2845	0.0000	0.8342	0.3373	0.0000	80.4769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4687	0.6160	0.3760	0.0116
18	850.0000	900.0000	0.0898	0.0000	0.0659	0.0235	0.0004	0.0000	26.1753	16.9173	31.2029	31.1663	40.7280	5.2741	0.0000	0.0000	0.0000	1.0972	0.0000	2.2001	1.0382	0.3073	30.9398	1.3047	8.4339	7.3536	8.5342	7.4685	0.3368	0.0000	0.0000	0.0000	1.4202	0.0000	2.7429	1.3228	0.4186	7.7170	100.0000	44.7363	100.8502	109.5506	142.0238	21.5178	0.0000	0.0000	0.0000	0.1899	0.0000	0.6720	0.2402	0.0000	100.0000	58.9749	24.7944	36.8667	63.9750	69.5500	32.5610	0.0000	0.0000	0.0000	1.1482	0.0000	2.4889	0.9984	0.0000	17.0487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3850	0.2850	0.2448	0.0145
19	900.0000	950.0000	0.0502	0.0000	0.0499	0.0000	0.0002	0.0000	1.4303	8.4641	7.2598	8.5841	7.3994	0.1076	0.0000	0.0000	0.0000	1.4012	0.0000	2.7210	1.3084	0.4531	7.7821	1.4066	8.1815	7.0493	8.3016	7.1882	0.1929	0.0000	0.0000	0.0000	1.3987	0.0000	2.7219	1.3079	0.4553	7.4741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	59.2913	72.5705	56.5860	93.7120	81.9600	20.8398	0.0000	0.0000	0.0000	1.9060	0.0000	2.5389	1.3977	0.0000	69.4272	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2370	0.2226	0.1381	0.0069
20	950.0000	1000.0000	0.0712	0.0000	0.0379	0.0324	0.0002	0.0007	45.4551	11.8966	42.3537	46.9861	62.1289	11.6693	0.0000	0.0000	0.0000	0.8772	0.0000	1.9635	0.8433	0.1401	41.2812	1.5555	10.1400	8.2749	10.2586	8.4199	0.3888	0.0000	0.0000	0.0000	1.4134	0.0000	2.7444	1.3175	0.2629	9.5569	100.0000	25.4630	102.0616	103.1909	142.8866	25.4378	0.0000	0.0000	0.0000	0.2647	0.0000	1.0595	0.2999	0.0000	100.0000	66.6246	41.7103	6.0735	78.6040	66.9009	6.4181	0.0000	0.0000	0.0000	0.8840	0.0000	2.0993	0.9545	0.0000	41.1395	100.0000	6.4136	100.8062	100.2055	141.9926	12.6512	0.0000	0.0000	0.0000	0.0846	0.0000	1.3459	0.1928	0.0000	100.0000	0.2213	0.2107	0.0847	0.0048
21	1000.0000	1050.0000	0.0293	0.0000	0.0290	0.0000	0.0003	0.0000	1.7394	119.0900	3.3958	119.1027	3.8154	0.1989	0.0000	0.0000	0.0000	1.3947	0.0000	2.7316	1.3029	0.7966	119.0432	1.6767	7.9489	8.7023	8.1238	8.8623	0.1786	0.0000	0.0000	0.0000	1.3984	0.0000	2.7333	1.3056	0.8052	8.0107	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48.8309	3.6209	63.4528	48.9649	80.0669	9.3328	0.0000	0.0000	0.0000	1.0542	0.0000	2.5761	1.0527	0.0000	62.6931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0631	0.1631	0.0468	0.0068
22	1050.0000	1100.0000	0.0459	0.0000	0.0217	0.0000	0.0000	0.0242	37.8722	16.8009	32.6719	41.4316	50.0176	20.0304	0.0000	0.0000	0.0000	0.8180	0.0000	1.9189	0.8743	0.1064	25.7140	1.7218	9.7896	9.5011	9.9398	9.6559	0.3432	0.0000	0.0000	0.0000	1.3573	0.0000	2.6602	1.2719	0.2247	9.2276	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	38240.0876	107.9212	38240.2183	147.1291	40.5677	0.0000	0.0000	0.0000	0.1546	0.0000	1.0818	0.2393	0.0000	38240.0695	71.8990	30.0193	55.5828	77.9142	90.8785	37.7264	0.0000	0.0000	0.0000	0.3332	0.0000	1.2527	0.5169	0.0000	40.7951	0.0284	0.1525	0.0244	0.0044
23	1100.0000	1150.0000	0.0169	0.0000	0.0169	0.0000	0.0000	0.0000	1.7441	8.1563	7.8069	8.3407	7.9994	0.5075	0.0000	0.0000	0.0000	1.4148	0.0000	2.7630	1.3262	0.5082	7.4061	1.7441	8.1563	7.8069	8.3407	7.9994	0.5075	0.0000	0.0000	0.0000	1.4148	0.0000	2.7630	1.3262	0.5082	7.4061	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0795	0.1545	0.0139	0.0053
24	1150.0000	1200.0000	0.0181	0.0000	0.0131	0.0000	0.0000	0.0051	20.1168	7.3292	8.6394	21.4104	21.8935	3.3345	0.0000	0.0000	0.0000	1.6198	0.0000	3.1035	1.5580	0.7117	6.9708	1.5770	9.0824	10.7155	9.2183	10.8309	0.1089	0.0000	0.0000	0.0000	1.3968	0.0000	2.7286	1.3071	0.9883	10.1472	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	71.7705	7.0164	12.8335	72.1126	72.9089	11.7825	0.0000	0.0000	0.0000	2.1934	0.0000	4.0681	2.2036	0.0000	0.0000	0.0816	0.0508	0.0074	0.0029
25	1200.0000	1250.0000	0.0100	0.0000	0.0099	0.0000	0.0001	0.0000	1.4931	10.3784	9.1738	10.4852	9.2945	0.5759	0.0000	0.0000	0.0000	1.4649	0.0000	2.8137	1.3620	0.7056	9.7449	1.3746	10.4423	8.6587	10.5324	8.7671	0.3517	0.0000	0.0000	0.0000	1.4727	0.0000	2.8266	1.3687	0.7100	9.8174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	96.7981	36.3574	101.1415	103.4008	139.9981	36.3476	0.0000	0.0000	0.0000	0.2210	0.0000	0.7611	0.2929	1.8274	98.1726	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0075	0.0271	0.0057	0.0024
26	1250.0000	1300.0000	0.0080	0.0000	0.0078	0.0000	0.0001	0.0000	1.7968	8.4163	8.2043	8.6059	8.3988	0.7133	0.0000	0.0000	0.0000	1.3995	0.0000	2.7146	1.3077	0.2169	7.6988	1.1957	8.4997	8.2911	8.5834	8.3768	0.1840	0.0000	0.0000	0.0000	1.4167	0.0000	2.7440	1.3229	0.2344	7.8062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	98.9322	65.3173	52.9936	118.5492	112.2314	65.3057	0.0000	0.0000	0.0000	0.1613	0.0000	0.5970	0.2165	1.0434	0.0303	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0119	0.0212	0.0039	0.0005
27	1300.0000	1350.0000	0.0062	0.0000	0.0062	0.0000	0.0000	0.0000	1.2890	9.7580	8.8786	9.8428	8.9717	0.1915	0.0000	0.0000	0.0000	1.4074	0.0000	2.7252	1.3124	0.4416	9.1582	1.2890	9.7402	8.8786	9.8251	8.9717	0.1915	0.0000	0.0000	0.0000	1.4074	0.0000	2.7252	1.3124	0.4416	9.1392	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0805	0.0020	0.0016
