Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR2000N1100EE	WR2000N300EE	WR4000N2100EE	WR4000N300EE
11	500.0000	550.0000	10.5572	0.0000	6.1265	2.8068	0.1363	1.4876	3.7214	5.7077	5.1289	6.8137	6.3367	0.1091	0.8234	4.8285	0.6611	0.0000	0.0000	0.0000	0.0000	0.0440	2.8525	2.3761	5.4807	5.4506	5.9736	5.9460	0.4171	0.8249	4.9606	0.7287	0.0000	0.0000	0.0000	0.0000	0.0603	2.2490	11.0496	6.3000	4.7711	12.7194	12.0356	1.6320	0.8123	4.4998	0.5620	0.0000	0.0000	0.0000	0.0000	0.0000	3.9753	56.2197	6.5369	6.4260	56.5984	56.5857	2.5818	0.8844	5.8872	0.7984	0.0000	0.0000	0.0000	0.0000	0.0000	0.6144	11.8546	7.0571	5.8353	13.7962	13.2130	3.3178	0.8329	4.8073	0.5569	0.0000	0.0000	0.0000	0.0000	0.2751	4.3207	188.8869	167.2219	0.9866	0.5772
12	550.0000	600.0000	7.7838	0.0000	4.4062	1.8705	0.3390	1.1681	4.5099	5.1300	4.8546	6.8305	6.6262	1.1138	0.8270	4.5951	0.6765	0.0000	0.0000	0.0000	0.0000	0.0507	1.9398	1.6768	5.4368	5.1345	5.6895	5.4013	0.5591	0.8295	4.8210	0.6959	0.0000	0.0000	0.0000	0.0000	0.0895	2.1963	13.8979	4.5962	5.4172	14.6381	14.9163	3.7317	0.8311	3.8694	0.6387	0.0000	0.0000	0.0000	0.0000	0.0000	1.3335	40.4048	10.4902	16.6419	41.7444	43.6979	16.2578	0.8506	3.4048	0.8926	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.1773	6.7776	5.7348	16.6219	16.2246	3.3279	0.8040	5.2508	0.6012	0.0000	0.0000	0.0000	0.0000	0.0000	2.5065	174.6146	158.3128	1.0291	0.5594
13	600.0000	650.0000	5.1699	0.0000	3.1907	1.2811	0.0175	0.6807	4.9088	5.2742	5.6751	7.2051	7.5035	1.2076	0.8228	4.6375	0.6325	0.0000	0.0000	0.0000	0.0000	0.3691	3.0189	1.8970	5.2506	5.1160	5.5827	5.4564	0.5777	0.8253	4.6981	0.6675	0.0000	0.0000	0.0000	0.0000	0.1514	2.0285	15.7218	5.1301	5.2312	16.5377	16.5693	1.1973	0.8149	4.6814	0.5843	0.0000	0.0000	0.0000	0.0000	0.3549	2.0102	85.4734	11.1717	5.7855	86.2004	85.6690	4.3645	0.8099	3.7411	0.4493	0.0000	0.0000	0.0000	0.0000	0.0000	10.4859	20.7517	7.3542	12.1039	22.0163	24.0237	5.5791	0.8264	4.2939	0.5639	0.0000	0.0000	0.0000	0.0000	3.3199	10.0053	155.6057	149.6252	1.0619	0.5171
14	650.0000	700.0000	3.6716	0.0000	2.3028	0.6698	0.0463	0.6526	5.3897	5.0597	4.8624	7.3925	7.2589	2.0483	0.8212	4.2686	0.6198	0.0000	0.0000	0.0000	0.0000	0.0875	2.1838	1.8745	5.3839	5.1483	5.7009	5.4789	1.2864	0.8225	4.7085	0.6570	0.0000	0.0000	0.0000	0.0000	0.1395	2.2038	20.6560	3.4692	4.8852	20.9453	21.2258	3.9398	0.8215	2.7561	0.5570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	53.8799	7.1578	5.1205	54.3533	54.1226	4.9014	0.8280	5.1380	0.3569	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.2879	6.5305	5.3493	21.3131	20.9813	3.2884	0.8158	4.2070	0.5715	0.0000	0.0000	0.0000	0.0000	0.0000	4.5098	132.1155	134.5223	1.1054	0.4375
15	700.0000	750.0000	2.6811	0.0000	1.6456	0.4160	0.1224	0.4971	6.0438	4.6653	4.6335	7.6350	7.6156	1.0742	0.8239	4.4370	0.6532	0.0000	0.0000	0.0000	0.0000	0.0953	0.9645	1.8654	5.0555	4.8657	5.3887	5.2110	0.8231	0.8227	4.6672	0.6513	0.0000	0.0000	0.0000	0.0000	0.1553	1.5714	24.7237	8.1866	8.5278	26.0438	26.1531	7.4801	0.8327	4.0536	0.6045	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	63.0897	4.0456	12.7257	63.2193	64.3603	12.1812	0.8203	3.5681	0.9577	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.8419	5.1809	5.3726	19.5412	19.5929	3.2771	0.8213	4.2097	0.6252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0497	105.1278	119.4195	1.1434	0.3877
16	750.0000	800.0000	2.1351	0.0000	1.3010	0.5019	0.0148	0.3175	7.6647	5.5503	5.4924	9.4632	9.4294	2.5965	0.8212	4.6706	0.6210	0.0000	0.0000	0.0000	0.0000	0.1629	1.3014	1.8509	5.0720	5.0649	5.3992	5.3924	0.7114	0.8204	4.5760	0.6317	0.0000	0.0000	0.0000	0.0000	0.2674	2.1359	28.3088	9.2277	9.8222	29.7748	29.9644	8.3292	0.8069	5.2811	0.5151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	86.8450	13.1822	10.4318	87.8398	87.4693	11.7755	0.9025	5.8245	0.6071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0942	4.6246	4.8462	24.5340	24.5768	2.5779	0.8436	4.0396	0.7449	0.0000	0.0000	0.0000	0.0000	0.0000	0.7188	78.5351	111.1069	1.1070	0.3627
17	800.0000	850.0000	1.3204	0.0000	0.9802	0.1246	0.0558	0.1598	6.1773	6.3357	5.1099	8.8487	8.0168	2.8053	0.8173	4.5304	0.6284	0.0000	0.0000	0.0000	0.0000	0.0476	3.2684	1.2856	4.8524	4.8507	5.0198	5.0182	0.0870	0.8183	4.5310	0.6288	0.0000	0.0000	0.0000	0.0000	0.0641	1.7248	32.7952	8.1858	5.9585	33.8013	33.3321	6.8218	0.8201	4.3932	0.7055	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	70.3254	15.3506	11.2746	71.9813	71.2234	14.3783	0.8522	5.2614	0.7065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.8594	23.2230	10.4083	42.7224	37.3394	13.3723	0.7969	4.3780	0.5386	0.0000	0.0000	0.0000	0.0000	0.0000	18.4498	48.1639	87.0495	1.1681	0.3363
18	850.0000	900.0000	1.0516	0.0000	0.7313	0.1537	0.0155	0.1510	7.7729	4.8587	4.5703	9.1665	9.0170	0.6673	0.8190	4.3033	0.6510	0.0000	0.0000	0.0000	0.0000	0.1599	1.9921	1.4729	4.9410	4.9762	5.1559	5.1896	0.3742	0.8172	4.6097	0.6133	0.0000	0.0000	0.0000	0.0000	0.2300	1.8875	39.0967	3.0857	7.1995	39.2183	39.7540	6.5244	0.8402	2.8903	0.6644	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	98.9533	70.3418	14.3670	121.4073	99.9908	13.4022	0.7960	5.1708	0.6059	0.0000	0.0000	0.0000	0.0000	0.0000	69.5446	34.5169	4.3562	4.3058	34.7907	34.7844	0.7581	0.8088	4.1689	0.8246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	28.0162	69.8063	1.1235	0.2754
19	900.0000	950.0000	0.7332	0.0000	0.5563	0.0644	0.0151	0.0974	7.5453	4.7063	4.7180	8.8928	8.8990	1.4794	0.8126	4.3870	0.5932	0.0000	0.0000	0.0000	0.0000	0.0568	1.0765	1.4894	4.7706	4.5999	4.9977	4.8350	0.0314	0.8145	4.4392	0.6087	0.0000	0.0000	0.0000	0.0000	0.0749	1.4189	58.6944	2.3596	4.7787	58.7418	58.8886	4.1672	0.8095	2.1166	0.6573	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	90.7632	8.9524	8.0491	91.2036	91.1194	3.4677	0.8045	8.2103	0.2528	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	38.0638	8.6219	9.8761	39.0280	39.3241	8.5645	0.8054	4.9962	0.5151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.5485	34.7264	1.1236	0.2659
20	950.0000	1000.0000	2.2864	0.0000	1.8635	0.0838	0.0393	0.2997	3.6315	4.5215	4.4481	5.7993	5.7422	0.5073	0.8119	4.3149	0.5719	0.0000	0.0000	0.0000	0.0000	0.0636	0.9271	0.7384	4.6451	4.5407	4.7034	4.6004	0.2087	0.8097	4.3904	0.5822	0.0000	0.0000	0.0000	0.0000	0.0676	1.1374	46.4609	2.7532	3.6108	46.5424	46.6010	2.3732	0.8330	2.5737	0.5007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.9151	4.4443	5.3880	47.1251	47.2235	4.2541	0.8169	3.1111	0.6057	0.0000	0.0000	0.0000	0.0000	0.4978	0.4978	23.2315	4.5941	6.3138	23.6814	24.0742	4.4464	0.8194	4.4900	0.5234	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.2651	31.8925	13.0060	2.9472
